SQLDate,Actor1Code,Actor2Code,QuadClass,GoldsteinScale,NumMentions,ActionGeo_Lat,ActionGeo_Long,SOURCEURL,Location
20110516,CHN,CHNBUS,1,0,2,37.6089,77.6403,,"Kashgar, Xinjiang, China"
20110516,CHN,CHNBUS,2,10,2,37.6089,77.6403,,"Kashgar, Xinjiang, China"
20110609,CHNGOV,CHN,1,1.9,6,41.7433,82.0783,,"Aksu, Xinjiang, China"
20110614,CHN,CHNUIG,1,2.8,4,44.1256,80.4144,,"Ili, Xinjiang, China"
20110614,CHNUIG,CHN,1,1.9,2,44.1256,80.4144,,"Ili, Xinjiang, China"
20110614,CHNUIG,CHN,1,1.9,2,44.1256,80.4144,,"Ili, Xinjiang, China"
20110619,CHN,CHNGOV,1,3,9,44.3,86.0333,,"Shihezi, Xinjiang, China"
20110621,CHNGOV,CHN,2,-2,2,42.9333,89.1667,,"Turpan, Xinjiang, China"
20110621,CHNUIG,CHN,2,-2,12,42.9333,89.1667,,"Turpan, Xinjiang, China"
20110627,CHNGOV,CHN,1,3,3,43.8811,81.2458,,"Ili, Xinjiang, China"
20110627,CHNGOV,CHN,4,-5,3,43.8811,81.2458,,"Ili, Xinjiang, China"
20110705,CHN,CHNBUS,3,-4.4,4,42.3164,86.3828,,"Bayingol, Xinjiang, China"
20110705,CHNBUS,CHN,3,-4.4,5,42.3164,86.3828,,"Bayingol, Xinjiang, China"
20110705,CHNUIG,CHN,3,-7.5,4,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110705,CHNUIG,CHN,4,-10,4,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110706,CHN,CHNBUS,3,-4.4,14,42.3164,86.3828,,"Bayingol, Xinjiang, China"
20110706,CHNBUS,CHN,3,-4.4,15,42.3164,86.3828,,"Bayingol, Xinjiang, China"
20110714,CHN,CHNUIG,4,-9,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110714,CHN,CHNUIG,4,-9,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110714,CHN,CHNUIG,4,-9,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110715,CHN,CHNUIG,4,-9,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110715,CHN,CHNUIG,4,-9,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110715,CHN,CHNUIG,4,-9,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110718,CHN,CHNCOP,4,-10,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110718,CHN,CHNMILCOP,4,-10,9,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110719,CHN,CHNGOV,2,-2,4,41.3283,82.8111,,"Aksu, Xinjiang, China"
20110719,CHNGOV,CHN,2,-2,5,41.3283,82.8111,,"Aksu, Xinjiang, China"
20110719,CHNGOV,CHN,3,-2,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110720,CHN,CHNCOP,4,-10,26,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110720,CHN,CHNGOV,3,-5,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110720,CHN,CHNMIL,4,-10,77,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110720,CHNCOP,CHN,4,-10,8,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110720,CHNGOV,CHN,3,-5,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110720,CHNGOV,CHN,3,-2,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110720,CHNMED,CHN,1,3.4,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110720,CHNMED,CHN,4,-10,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110720,CHNOPP,CHNCOP,4,-10,13,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110720,CHN,CHNMIL,4,-10,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110721,CHN,CHNMIL,4,-10,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110722,CHN,CHNCVL,4,-5,5,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110725,CHNGOV,CHN,2,-2,6,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110726,CHNGOV,CHN,2,-2,10,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110726,CHNGOV,CHN,2,-2,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110728,CHNGOV,CHN,2,-2,3,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110729,CHNMED,CHN,4,-10,14,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110730,CHN,CHNGOV,1,2.8,38,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110730,CHNCOP,CHN,4,-10,9,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110730,CHNGOV,CHN,1,1.9,38,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,CHNCOP,2,-2,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,CHNCOP,4,-10,6,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,CHNCOP,4,-10,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,CHNGOV,1,2.8,68,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,CHNGOV,4,-10,7,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,CHNMED,3,-2,3,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,CHNMED,4,-10,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,CHNMED,4,-10,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,CHNOPP,4,-10,11,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,NGOCHNUIGHRIMED,3,-6.5,78,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHNCOP,CHN,4,-10,107,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHNGOV,CHN,1,1.9,68,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHNGOV,CHN,3,-6.5,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHNGOV,CHN,4,-10,7,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHNUIG,CHN,4,-10,10,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,NGOCHNUIGHRI,CHN,4,-5,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110731,CHN,CHNCRM,4,-10,10,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110801,CHN,CHNCOP,4,-10,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,CHN,CHNGOV,3,-2,11,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,CHN,CHNGOV,3,-2,3,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,CHN,CHNMED,4,-10,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,CHN,CHNMED,4,-10,26,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,CHN,CHNUAF,3,-2,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,CHN,CHNUAF,3,-2,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,CHN,NGOCHNUIGHRI,3,-4,9,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,NGOCHNUIGHRI,CHN,4,-5,3,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,CHN,CHNGOV,3,-2,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,CHNGOV,CHN,3,-2,3,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110801,CHNGOV,CHN,3,-2,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHN,CHNCOP,3,-2,9,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110802,CHN,CHNCOP,3,-2,3,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHN,CHNCOP,4,-10,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHN,CHNGOV,3,-2,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110802,CHN,CHNMED,4,-10,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHN,CHNUAF,3,-4.4,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHN,NGOCHNUIGHRI,3,-4,9,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHNCOP,CHN,4,-10,9,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110802,CHNCOP,CHN,4,-10,62,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHNGOV,CHN,3,-5,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110802,CHNGOV,CHN,3,-2,16,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110802,CHNGOV,CHN,3,-2,8,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110802,CHNGOV,CHN,3,-2,13,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHNGOV,CHN,3,-2,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHNGOV,CHN,3,-2,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHNUIG,CHN,3,-2,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,NGOCHNUIGHRI,CHN,3,-2,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110802,NGOCHNUIGHRI,CHNGOV,3,-2,5,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110802,CHNGOV,CHN,3,-2,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHNGOV,CHN,3,-2,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110802,CHNGOV,CHN,3,-2,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110803,CHN,CHNGOV,3,-2,16,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110803,CHNLAB,CHN,3,-2,5,43.8811,81.2458,,"Ili, Xinjiang, China"
20110804,CHN,CHNBUS,1,0.4,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110804,CHNGOV,CHN,1,-2,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110804,CHNHLH,CHN,4,-9.5,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110805,CHN,CHNBUS,1,0.4,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110805,CHNGOVMIL,CHN,1,0.4,5,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110805,CHNGOVMIL,CHN,1,0.4,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110807,CHN,CHNGOV,3,-2,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110807,CHNGOV,CHN,3,-2,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110808,CHN,CHNCOP,1,3,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110808,CHN,CHNUIG,2,6.4,7,43.8811,81.2458,,"Ili, Xinjiang, China"
20110808,CHNGOVMIL,CHN,4,-7.2,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110809,CHNGOV,CHN,2,5,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110810,CHN,CHNUAF,4,-10,6,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110812,CHN,CHNMED,4,-9.5,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110812,CHN,CHNMED,4,-10,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110812,CHNGOV,CHN,1,3.4,4,37.1642,78.4094,,"Hetian, Xinjiang, China"
20110816,CHN,CHNUIG,1,3,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110817,CHN,CHNUIG,1,3,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110819,CHN,CHNLAB,1,1.9,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110819,CHNLAB,CHN,1,2.8,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110822,CHN,CHNCVL,3,-5,5,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110822,CHNCVL,CHN,3,-5,2,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110822,CHNCVL,CHN,3,-4,4,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110824,CHN,CHNGOV,1,7,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110824,CHN,CHNGOV,1,7,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110824,CHNGOV,CHN,1,-0.3,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110824,CHNGOV,CHN,1,-0.3,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110824,CHNGOV,CHN,1,7,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110824,CHNGOV,CHN,1,7,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110824,CHNGOV,CHNBUS,1,3,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110824,CHNGOV,CHNGOV,1,7,16,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110826,CHN,CHNGOVHLH,2,6,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110826,CHNGOVHLH,CHN,2,6,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110826,CHNGOVHLH,CHN,2,6,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110829,CHN,CHNGOV,1,2.8,5,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110829,CHNGOV,CHN,1,0,4,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110829,CHNGOV,CHN,1,0,1,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110829,CHNGOV,CHN,1,1.9,5,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110830,CHN,CHNGOV,1,4,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110830,CHN,CHNGOV,1,2.8,15,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110830,CHNGOV,CHN,1,0,3,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110830,CHNGOV,CHN,1,4,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110830,CHNGOV,CHN,1,1.9,11,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110831,CHN,CHNCOP,1,1.9,15,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110831,CHN,CHNCOP,1,2.8,20,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110831,CHN,CHNGOV,1,3,18,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110831,CHN,CHNGOV,1,2.8,2,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110831,CHNCOP,CHN,1,1.9,12,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110831,CHNCOP,CHN,1,2.8,25,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110831,CHNGOV,CHN,1,0,2,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110831,CHNGOV,CHN,1,1.9,2,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110831,CHNUIG,CHN,1,0.4,3,37.0997,79.9269,,"Hetian, Xinjiang, China"
20110831,CHNUIG,CHN,1,0.4,11,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110901,CHN,CHNGOV,1,3,6,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110901,CHN,CHNGOV,1,3,2,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110901,CHNGOVBUS,CHN,1,0.4,9,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110902,CHN,CHNGOV,1,3,9,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20110904,CHNGOV,CHNUIG,1,5.2,3,47.8667,88.1167,,"Altay, Xinjiang, China"
20110905,CHN,CHNUIG,1,5.2,9,47.8667,88.1167,,"Altay, Xinjiang, China"
20110908,CHN,CHNCOP,4,-10,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110908,CHN,CHNGOV,1,2.8,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110908,CHN,CHNGOV,3,-4,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110908,CHNGOV,CHN,1,1.9,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110908,CHNSEP,CHN,2,7.4,6,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110909,CHN,CHNCOP,4,-9,6,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110909,CHN,CHNCOP,4,-10,3,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110914,CHNCOP,CHN,4,-10,92,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110915,CHN,CHNGOV,1,0,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110915,CHNCOP,CHN,4,-10,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110915,CHNGOV,CHN,3,-2,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110915,CHNCOP,CHN,4,-10,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110916,CHNGOV,CHN,3,-5,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110919,CHN,CHNGOV,1,2.8,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110919,CHNGOV,CHN,1,1.9,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110919,CHNGOV,CHN,1,2.8,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110921,CHN,CHNBUS,2,6,1,40.0378,75.7031,,"Kizilsu, Xinjiang, China"
20110927,CHN,CHNGOVMIL,1,4,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110927,CHNGOV,CHN,1,0.4,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110927,CHN,CHNGOVMIL,1,4,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20110927,CHNGOV,CHN,1,0.4,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20111008,CHN,CHNUIG,1,3.4,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20111008,CHNGOV,CHN,1,4,8,43.8811,81.2458,,"Ili, Xinjiang, China"
20111008,CHNGOV,CHNUIG,1,3.4,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20111016,CHN,CHNCVL,1,1,3,45.6004,84.8601,,"Karamay, Xinjiang, China"
20111016,CHNCVL,CHN,1,1,3,45.6004,84.8601,,"Karamay, Xinjiang, China"
20111102,CHNUIG,CHN,4,-9.5,7,41.7597,86.1469,,"Korla, Bayingol, Xinjiang, China"
20111107,CHN,CHNUIG,1,4,4,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20111107,CHNUIG,CHN,1,4,4,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20111111,CHN,CHNSEP,4,-10,1,43.8811,81.2458,,"Ili, Xinjiang, China"
20111125,CHN,CHNLAB,1,2.8,2,37.5833,86.1833,,"Xinjiang, China"
20111125,CHNLAB,CHN,1,1.9,2,37.5833,86.1833,,"Xinjiang, China"
20111126,CHN,CHNPTY,1,3,3,44.1256,80.4144,,"Ili, Xinjiang, China"
20111126,CHNPTY,CHN,1,3,5,44.1256,80.4144,,"Ili, Xinjiang, China"
20111128,CHNGOV,CHN,1,7,27,44.1256,80.4144,,"Ili, Xinjiang, China"
20111228,CHN,CHNCOP,1,1.9,9,37.6133,78.27,,"Hetian, Xinjiang, China"
20111228,CHNCOP,CHN,1,2.8,9,37.6133,78.27,,"Hetian, Xinjiang, China"
20111228,CHNCOP,CHN,2,7.4,9,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,CHN,CHNCOP,1,1.9,10,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,CHN,CHNCOP,3,-2,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20111229,CHN,CHNCOP,4,-10,4,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,CHNCOP,CHN,1,2.8,18,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,CHNCOP,CHN,4,-10,5,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,CHNCOP,CHNGOV,1,-0.1,10,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,NGOCHNUIGHRI,CHN,1,0,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20111229,NGOCHNUIGHRI,CHN,1,0,4,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,NGOCHNUIGHRI,CHN,4,-9,9,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,CHN,CHNCOP,1,1.9,20,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,CHNCOP,CHN,1,2.8,20,39.3914,76.04,,"Kashgar, Xinjiang, China"
20111229,CHNCOP,CHNGOV,1,-0.1,8,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,NGOCHNUIGHRI,CHN,1,0,1,37.6133,78.27,,"Hetian, Xinjiang, China"
20111229,NGOCHNUIGHRI,CHN,1,0,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20111229,NGOCHNUIGHRI,CHN,4,-9,4,37.6133,78.27,,"Hetian, Xinjiang, China"
20111230,CHN,CHNGOV,3,-4.4,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20111230,CHN,CHNGOV,4,-10,30,37.6133,78.27,,"Hetian, Xinjiang, China"
20111230,CHN,CHNSEP,4,-10,24,37.6133,78.27,,"Hetian, Xinjiang, China"
20111230,CHNGOV,CHN,4,-10,30,37.6133,78.27,,"Hetian, Xinjiang, China"
20111230,CHNGOV,CHNSEP,4,-10,30,37.6133,78.27,,"Hetian, Xinjiang, China"
20111230,CHNSEP,CHN,4,-10,24,37.6133,78.27,,"Hetian, Xinjiang, China"
20111230,CHNSEP,CHNGOV,4,-10,30,37.6133,78.27,,"Hetian, Xinjiang, China"
20111231,CHN,CHNGOV,1,8,2,37.0667,82.7667,,"Hetian, Xinjiang, China"
20111231,CHNGOV,CHN,1,8,2,37.0667,82.7667,,"Hetian, Xinjiang, China"
20120101,CHN,CHNCOP,1,0,24,41.23,82.8058,,"Aksu, Xinjiang, China"
20120101,CHN,CHNCOP,4,-5,56,41.23,82.8058,,"Aksu, Xinjiang, China"
20120101,CHN,CHNCOP,4,-5,14,41.23,82.8058,,"Aksu, Xinjiang, China"
20120101,CHNOPP,CHN,4,-5,2,41.23,82.8058,,"Aksu, Xinjiang, China"
20120102,CHN,CHNCOP,1,0,4,41.23,82.8058,,"Aksu, Xinjiang, China"
20120102,CHN,CHNJUD,3,-2,1,41.23,82.8058,,"Aksu, Xinjiang, China"
20120102,CHN,CHNJUD,3,-2,7,41.23,82.8058,,"Aksu, Xinjiang, China"
20120103,CHN,CHNCOP,4,-9,1,41.23,82.8058,,"Aksu, Xinjiang, China"
20120104,NGOCHNUIGHRI,CHN,1,-0.4,1,37.6133,78.27,,"Hetian, Xinjiang, China"
20120104,NGOCHNUIGHRI,CHN,1,-0.4,7,37.6133,78.27,,"Hetian, Xinjiang, China"
20120104,NGOCHNUIGHRI,CHN,1,-0.4,2,37.6133,78.27,,"Hetian, Xinjiang, China"
20120106,CHNCVL,CHN,2,5,4,37.9781,76.8672,,"Kashgar, Xinjiang, China"
20120106,CHNCVL,CHN,4,-5,1,37.9781,76.8672,,"Kashgar, Xinjiang, China"
20120107,CHN,CHNCVL,4,-5,2,37.9781,76.8672,,"Kashgar, Xinjiang, China"
20120109,MNCCHN,CHN,2,7,9,45.6004,84.8601,,"Karamay, Xinjiang, China"
20120111,CHNBUS,CHN,1,3,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120125,CHN,CHNCOP,1,0.4,2,41.23,82.8058,,"Aksu, Xinjiang, China"
20120125,CHNJUD,CHNCOP,1,0.4,1,41.23,82.8058,,"Aksu, Xinjiang, China"
20120126,CHN,CHNUIG,1,3.4,14,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120201,CHN,CHNGOV,1,0,1,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHN,CHNGOV,1,2.8,18,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHN,CHNGOVMED,2,7,6,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHN,CHNLAB,1,2.8,18,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHN,CHNLAB,2,7,2,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHN,CHNLAB,4,-4,4,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHN,CHNLAB,4,-5,18,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHN,CHNLAB,4,-9,4,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHNGOV,CHN,1,1.9,11,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHNLAB,CHN,1,1.9,18,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHNLAB,CHN,4,-5,44,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120201,CHNLAB,CHNGOVMED,2,7,4,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120202,CHN,CHNLAB,1,6,1,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120202,CHNLAB,CHN,4,-5,8,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120211,CHNLAB,CHN,3,-5,18,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120211,CHNLAB,CHN,4,-5,10,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120217,CHN,CHNCVL,1,3,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120223,CHNUIG,CHN,4,-10,4,39.6667,76.7167,,"Kashgar, Xinjiang, China"
20120228,CHN,CHNCVL,4,-9.5,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120228,CHN,CHNCVL,4,-9.5,14,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120228,CHN,CHNGOV,4,-7.2,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120228,CHN,CHNGOVMED,4,-10,70,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120228,CHNCVL,CHN,3,-2,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120228,CHNCVL,CHNLAB,3,-2,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120228,CHNGOV,CHN,4,-7.2,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120228,CHNGOV,CHN,4,-7.2,5,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120228,CHNGOV,CHN,4,-10,2,41.1231,80.2644,,"Aksu, Xinjiang, China"
20120228,CHNGOV,CHN,4,-10,6,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120228,CHNGOVMED,CHN,3,-7.5,76,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120228,CHNGOVMED,CHN,3,-7.5,49,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120229,CHN,CHNGOV,3,-2,5,37.6133,78.27,,"Hetian, Xinjiang, China"
20120229,CHN,CHNGOV,4,-9.2,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120229,CHNGOV,CHN,3,-2,4,37.6133,78.27,,"Hetian, Xinjiang, China"
20120229,CHNGOVMED,CHN,4,-10,2,37.885,77.4131,,"Kashgar, Xinjiang, China"
